Tm,W,L,W-L%,GB,RS,RA,pythW-L%,dt
STL,69,64,0.519,16.0,559,569,0.492,2021-09-03
PHI,69,65,0.515,16.5,615,629,0.49,2021-09-03
NYM,67,67,0.5,18.5,507,527,0.482,2021-09-03
COL,62,73,0.459,24.0,617,649,0.477,2021-09-03
CHC,61,75,0.449,25.5,577,679,0.426,2021-09-03
MIA,56,79,0.415,30.0,538,571,0.473,2021-09-03
WSN,55,78,0.414,30.0,585,656,0.448,2021-09-03
PIT,48,87,0.356,38.0,485,690,0.344,2021-09-03
ARI,45,91,0.331,41.5,572,753,0.377,2021-09-03
TBR,85,50,0.63,--,717,549,0.62,2021-09-03
HOU,79,55,0.59,5.5,705,530,0.628,2021-09-03
NYY,78,56,0.582,6.5,584,531,0.543,2021-09-03
CHW,78,57,0.578,7.0,676,537,0.604,2021-09-03
BOS,78,59,0.569,8.0,690,627,0.544,2021-09-03
OAK,74,61,0.548,11.0,612,546,0.552,2021-09-03
SEA,73,62,0.541,12.0,564,619,0.458,2021-09-03
TOR,71,62,0.534,13.0,667,549,0.588,2021-09-03
CLE,67,65,0.508,16.5,590,599,0.493,2021-09-03
LAA,67,68,0.496,18.0,614,677,0.455,2021-09-03
DET,64,72,0.471,21.5,595,654,0.457,2021-09-03
KCR,60,74,0.448,24.5,555,649,0.429,2021-09-03
MIN,58,76,0.433,26.5,605,710,0.427,2021-09-03
TEX,47,87,0.351,37.5,518,667,0.386,2021-09-03
BAL,41,92,0.308,43.0,545,780,0.342,2021-09-03
SFG,86,50,0.632,--,641,503,0.609,2021-09-04
LAD,86,50,0.632,--,688,471,0.667,2021-09-04
MIL,83,54,0.606,3.5,629,512,0.593,2021-09-04
CIN,73,64,0.533,13.5,684,647,0.525,2021-09-04
SDP,73,64,0.533,13.5,635,561,0.556,2021-09-04
ATL,71,65,0.522,15.0,659,573,0.564,2021-09-04
STL,69,65,0.515,16.0,559,573,0.489,2021-09-04
PHI,69,66,0.511,16.5,617,632,0.489,2021-09-04
NYM,68,68,0.5,18.0,521,540,0.484,2021-09-04
COL,63,73,0.463,23.0,624,655,0.478,2021-09-04
CHC,62,75,0.453,24.5,584,685,0.428,2021-09-04
MIA,57,79,0.419,29.0,541,573,0.474,2021-09-04
WSN,56,79,0.415,29.5,598,670,0.448,2021-09-04
PIT,48,88,0.353,38.0,491,697,0.345,2021-09-04
ARI,45,92,0.328,41.5,577,761,0.376,2021-09-04
TBR,86,50,0.632,--,728,553,0.623,2021-09-04
HOU,79,56,0.585,6.5,707,540,0.621,2021-09-04
CHW,79,57,0.581,7.0,686,544,0.605,2021-09-04
NYY,78,57,0.578,7.5,587,535,0.542,2021-09-04
BOS,79,59,0.572,8.0,694,630,0.544,2021-09-04
OAK,74,62,0.544,12.0,620,556,0.55,2021-09-04
SEA,74,62,0.544,12.0,572,624,0.46,2021-09-04
TOR,72,62,0.537,13.0,677,557,0.588,2021-09-04
CLE,67,66,0.504,17.5,593,603,0.492,2021-09-04
LAA,68,68,0.5,18.0,618,678,0.458,2021-09-04
DET,64,73,0.467,22.5,599,661,0.455,2021-09-04
KCR,60,75,0.444,25.5,562,659,0.428,2021-09-04
MIN,58,77,0.43,27.5,609,721,0.423,2021-09-04
TEX,47,88,0.348,38.5,519,671,0.385,2021-09-04
BAL,42,92,0.313,43.0,549,783,0.343,2021-09-04
SFG,87,50,0.635,--,647,507,0.61,2021-09-05
LAD,86,51,0.628,1.0,692,477,0.664,2021-09-05
MIL,84,54,0.609,3.5,635,517,0.593,2021-09-05
SDP,74,64,0.536,13.5,639,564,0.557,2021-09-05
CIN,73,65,0.529,14.5,685,651,0.523,2021-09-05
ATL,72,65,0.526,15.0,668,575,0.568,2021-09-05
PHI,70,66,0.515,16.5,621,635,0.49,2021-09-05
STL,69,66,0.511,17.0,564,579,0.488,2021-09-05
NYM,69,68,0.504,18.0,534,546,0.49,2021-09-05
COL,63,74,0.46,24.0,626,664,0.473,2021-09-05
CHC,63,75,0.457,24.5,595,693,0.431,2021-09-05
MIA,57,80,0.416,30.0,544,577,0.473,2021-09-05
WSN,56,80,0.412,30.5,604,683,0.444,2021-09-05
PIT,48,89,0.35,39.0,499,708,0.345,2021-09-05
ARI,45,93,0.326,42.5,581,771,0.373,2021-09-05
TBR,86,51,0.628,--,733,559,0.622,2021-09-05
HOU,79,57,0.581,6.5,710,544,0.619,2021-09-05
CHW,79,58,0.577,7.0,686,550,0.6,2021-09-05
NYY,78,58,0.574,7.5,594,543,0.541,2021-09-05
BOS,79,60,0.568,8.0,699,641,0.54,2021-09-05
SEA,75,62,0.547,11.0,582,628,0.465,2021-09-05
OAK,74,63,0.54,12.0,620,564,0.543,2021-09-05
TOR,73,62,0.541,12.0,685,557,0.594,2021-09-05
CLE,68,66,0.507,16.5,604,608,0.497,2021-09-05
LAA,68,69,0.496,18.0,621,685,0.455,2021-09-05
DET,65,73,0.471,21.5,603,662,0.457,2021-09-05
KCR,61,75,0.449,24.5,568,659,0.432,2021-09-05
MIN,59,77,0.434,26.5,615,726,0.425,2021-09-05
TEX,48,88,0.353,37.5,526,674,0.388,2021-09-05
BAL,43,92,0.319,42.0,557,790,0.345,2021-09-05
SFG,88,50,0.638,--,657,512,0.612,2021-09-06
LAD,87,51,0.63,1.0,697,478,0.666,2021-09-06
MIL,84,55,0.604,4.5,635,529,0.583,2021-09-06
SDP,74,64,0.536,14.0,639,564,0.557,2021-09-06
CIN,73,66,0.525,15.5,688,655,0.522,2021-09-06
ATL,72,65,0.526,15.5,668,575,0.568,2021-09-06
PHI,71,66,0.518,16.5,633,635,0.499,2021-09-06
STL,69,67,0.507,18.0,565,584,0.485,2021-09-06
NYM,69,69,0.5,19.0,537,550,0.489,2021-09-06
CHC,64,75,0.46,24.5,599,696,0.432,2021-09-06
COL,63,75,0.457,25.0,631,674,0.47,2021-09-06
MIA,57,80,0.416,30.5,544,577,0.473,2021-09-06
WSN,57,80,0.416,30.5,608,686,0.445,2021-09-06
PIT,49,89,0.355,39.0,505,711,0.348,2021-09-06
ARI,45,93,0.326,43.0,581,771,0.373,2021-09-06
TBR,87,51,0.63,--,744,569,0.62,2021-09-06
HOU,80,57,0.584,6.5,721,546,0.625,2021-09-06
CHW,79,58,0.577,7.5,686,550,0.6,2021-09-06
NYY,78,59,0.569,8.5,594,551,0.534,2021-09-06
BOS,79,61,0.564,9.0,709,652,0.538,2021-09-06
SEA,75,63,0.543,12.0,584,639,0.459,2021-09-06
TOR,74,62,0.544,12.0,693,557,0.599,2021-09-06
OAK,74,63,0.54,12.5,620,564,0.543,2021-09-06
CLE,68,67,0.504,17.5,606,613,0.495,2021-09-06
LAA,68,70,0.493,19.0,621,689,0.453,2021-09-06
DET,65,74,0.468,22.5,606,668,0.456,2021-09-06
KCR,62,75,0.453,24.5,571,661,0.433,2021-09-06
MIN,60,77,0.438,26.5,620,728,0.427,2021-09-06
TEX,49,88,0.358,37.5,530,674,0.392,2021-09-06
BAL,43,93,0.316,43.0,559,793,0.345,2021-09-06
SFG,89,50,0.64,--,669,515,0.617,2021-09-07
LAD,88,51,0.633,1.0,704,480,0.668,2021-09-07
MIL,85,55,0.607,4.5,645,529,0.59,2021-09-07
SDP,74,65,0.532,15.0,639,568,0.554,2021-09-07
CIN,74,66,0.529,15.5,692,658,0.523,2021-09-07
ATL,73,65,0.529,15.5,676,580,0.57,2021-09-07
PHI,71,67,0.514,17.5,633,645,0.491,2021-09-07
STL,69,68,0.504,19.0,567,591,0.481,2021-09-07
NYM,70,69,0.504,19.0,546,554,0.493,2021-09-07
CHC,64,76,0.457,25.5,602,700,0.431,2021-09-07
COL,63,76,0.453,26.0,634,686,0.464,2021-09-07
MIA,57,81,0.413,31.5,548,586,0.469,2021-09-07
WSN,57,81,0.413,31.5,613,694,0.443,2021-09-07
PIT,50,89,0.36,39.0,508,713,0.35,2021-09-07
ARI,45,94,0.324,44.0,582,774,0.372,2021-09-07
TBR,88,51,0.633,--,756,576,0.622,2021-09-07
HOU,81,57,0.587,6.5,726,550,0.624,2021-09-07
CHW,80,58,0.58,7.5,692,553,0.601,2021-09-07
NYY,78,60,0.565,9.5,595,556,0.531,2021-09-07
BOS,79,62,0.56,10.0,716,664,0.534,2021-09-07
TOR,75,62,0.547,12.0,698,558,0.601,2021-09-07
SEA,75,64,0.54,13.0,588,644,0.458,2021-09-07
OAK,74,64,0.536,13.5,623,570,0.541,2021-09-07
CLE,68,68,0.5,18.5,606,616,0.493,2021-09-07
LAA,69,70,0.496,19.0,625,689,0.456,2021-09-07
DET,65,75,0.464,23.5,608,671,0.455,2021-09-07
KCR,62,76,0.449,25.5,574,668,0.431,2021-09-07
MIN,61,77,0.442,26.5,623,728,0.429,2021-09-07
TEX,50,88,0.362,37.5,533,675,0.394,2021-09-07
BAL,44,93,0.321,43.0,566,796,0.349,2021-09-07
SFG,90,50,0.643,--,676,519,0.619,2021-09-08
LAD,88,52,0.629,2.0,708,485,0.666,2021-09-08
MIL,86,55,0.61,4.5,649,532,0.59,2021-09-08
SDP,75,65,0.536,15.0,647,573,0.555,2021-09-08
CIN,74,67,0.525,16.5,693,662,0.521,2021-09-08
ATL,73,66,0.525,16.5,678,584,0.568,2021-09-08
PHI,71,68,0.511,18.5,636,649,0.491,2021-09-08
STL,70,68,0.507,19.0,572,595,0.482,2021-09-08
NYM,70,70,0.5,20.0,547,556,0.493,2021-09-08
CHC,65,76,0.461,25.5,606,701,0.434,2021-09-08
COL,63,77,0.45,27.0,638,693,0.462,2021-09-08
MIA,58,81,0.417,31.5,550,587,0.47,2021-09-08
WSN,58,81,0.417,31.5,617,696,0.445,2021-09-08
PIT,50,90,0.357,40.0,509,718,0.348,2021-09-08
ARI,45,95,0.321,45.0,587,782,0.372,2021-09-08
TBR,88,52,0.629,--,757,578,0.621,2021-09-08
HOU,81,58,0.583,6.5,731,558,0.621,2021-09-08
CHW,80,59,0.576,7.5,693,558,0.598,2021-09-08
BOS,80,62,0.563,9.0,718,665,0.535,2021-09-08
NYY,78,61,0.561,9.5,598,562,0.528,2021-09-08
TOR,76,62,0.551,11.0,704,561,0.602,2021-09-08
SEA,76,64,0.543,12.0,596,649,0.461,2021-09-08
OAK,75,64,0.54,12.5,628,571,0.543,2021-09-08
CLE,68,69,0.496,18.5,606,619,0.49,2021-09-08
LAA,69,71,0.493,19.0,630,697,0.454,2021-09-08
DET,66,75,0.468,22.5,613,672,0.458,2021-09-08
KCR,62,77,0.446,25.5,582,677,0.431,2021-09-08
MIN,62,77,0.446,25.5,626,728,0.431,2021-09-08
TEX,51,88,0.367,36.5,541,680,0.397,2021-09-08
BAL,45,93,0.326,42.0,575,804,0.351,2021-09-08
SFG,90,50,0.643,--,676,519,0.619,2021-09-09
LAD,88,53,0.624,2.5,709,487,0.665,2021-09-09
MIL,86,55,0.61,4.5,649,532,0.59,2021-09-09
SDP,75,65,0.536,15.0,647,573,0.555,2021-09-09
ATL,74,66,0.529,16.0,685,590,0.568,2021-09-09
CIN,74,67,0.525,16.5,693,662,0.521,2021-09-09
STL,71,68,0.511,18.5,574,596,0.483,2021-09-09
PHI,71,69,0.507,19.0,639,653,0.49,2021-09-09
NYM,70,71,0.496,20.5,549,559,0.492,2021-09-09
CHC,65,76,0.461,25.5,606,701,0.434,2021-09-09
COL,64,77,0.454,26.5,642,696,0.463,2021-09-09
MIA,59,81,0.421,31.0,553,589,0.471,2021-09-09
WSN,58,82,0.414,32.0,623,703,0.445,2021-09-09
PIT,50,90,0.357,40.0,509,718,0.348,2021-09-09
ARI,45,95,0.321,45.0,587,782,0.372,2021-09-09
TBR,88,52,0.629,--,757,578,0.621,2021-09-09
HOU,81,58,0.583,6.5,731,558,0.621,2021-09-09
CHW,80,60,0.571,8.0,694,561,0.596,2021-09-09
BOS,80,62,0.563,9.0,718,665,0.535,2021-09-09
NYY,78,62,0.557,10.0,602,568,0.527,2021-09-09
TOR,77,62,0.554,10.5,710,565,0.603,2021-09-09
OAK,76,64,0.543,12.0,631,572,0.545,2021-09-09
SEA,76,64,0.543,12.0,596,649,0.461,2021-09-09
CLE,69,69,0.5,18.0,610,620,0.493,2021-09-09
LAA,69,71,0.493,19.0,630,697,0.454,2021-09-09
DET,66,75,0.468,22.5,613,672,0.458,2021-09-09
KCR,63,77,0.45,25.0,588,677,0.436,2021-09-09
MIN,62,78,0.443,26.0,627,732,0.43,2021-09-09
TEX,51,88,0.367,36.5,541,680,0.397,2021-09-09
BAL,45,94,0.324,42.5,575,810,0.348,2021-09-09
SFG,91,50,0.645,--,682,520,0.622,2021-09-10
LAD,89,53,0.627,2.5,712,487,0.667,2021-09-10
MIL,87,55,0.613,4.5,659,535,0.594,2021-09-10
SDP,75,66,0.532,16.0,647,576,0.553,2021-09-10
ATL,75,66,0.532,16.0,691,592,0.57,2021-09-10
CIN,75,67,0.528,16.5,697,664,0.522,2021-09-10
STL,71,69,0.507,19.5,576,600,0.481,2021-09-10
PHI,71,70,0.504,20.0,641,664,0.484,2021-09-10
NYM,71,71,0.5,20.5,559,562,0.498,2021-09-10
CHC,65,77,0.458,26.5,607,707,0.431,2021-09-10
COL,65,77,0.458,26.5,653,698,0.47,2021-09-10
MIA,59,82,0.418,32.0,555,595,0.468,2021-09-10
WSN,58,83,0.411,33.0,626,707,0.445,2021-09-10
PIT,51,90,0.362,40.0,513,721,0.349,2021-09-10
ARI,45,96,0.319,46.0,591,787,0.372,2021-09-10
TBR,88,53,0.624,--,761,588,0.616,2021-09-10
HOU,82,58,0.586,5.5,741,563,0.623,2021-09-10
CHW,81,60,0.574,7.0,698,564,0.596,2021-09-10
BOS,80,63,0.559,9.0,721,669,0.534,2021-09-10
NYY,78,63,0.553,10.0,605,578,0.521,2021-09-10
TOR,77,63,0.55,10.5,713,571,0.6,2021-09-10
OAK,77,64,0.546,11.0,641,577,0.548,2021-09-10
SEA,77,64,0.546,11.0,601,653,0.462,2021-09-10
CLE,69,70,0.496,18.0,613,630,0.487,2021-09-10
LAA,69,72,0.489,19.0,635,707,0.451,2021-09-10
DET,67,75,0.472,21.5,623,676,0.463,2021-09-10
KCR,64,77,0.454,24.0,594,681,0.438,2021-09-10
MIN,62,79,0.44,26.0,631,738,0.429,2021-09-10
TEX,51,89,0.364,36.5,546,690,0.395,2021-09-10
BAL,46,94,0.329,41.5,581,813,0.351,2021-09-10
SFG,92,50,0.648,--,697,524,0.628,2021-09-11
LAD,90,53,0.629,2.5,717,491,0.667,2021-09-11
MIL,88,55,0.615,4.5,662,535,0.596,2021-09-11
SDP,75,67,0.528,17.0,651,581,0.552,2021-09-11
ATL,75,67,0.528,17.0,695,598,0.568,2021-09-11
CIN,75,68,0.524,17.5,701,670,0.521,2021-09-11
STL,72,69,0.511,19.5,582,604,0.483,2021-09-11
PHI,72,70,0.507,20.0,647,665,0.487,2021-09-11
NYM,71,72,0.497,21.5,566,570,0.497,2021-09-11
CHC,65,78,0.455,27.5,611,722,0.424,2021-09-11
COL,65,78,0.455,27.5,654,704,0.466,2021-09-11
MIA,60,82,0.423,32.0,561,599,0.47,2021-09-11
WSN,58,84,0.408,34.0,633,717,0.443,2021-09-11
PIT,52,90,0.366,40.0,523,728,0.353,2021-09-11
ARI,46,96,0.324,46.0,598,790,0.375,2021-09-11
TBR,89,53,0.627,--,768,590,0.618,2021-09-11
HOU,82,59,0.582,6.5,743,567,0.621,2021-09-11
CHW,81,61,0.57,8.0,706,573,0.594,2021-09-11
BOS,81,63,0.563,9.0,730,677,0.534,2021-09-11
NYY,79,63,0.556,10.0,613,585,0.521,2021-09-11
TOR,79,63,0.556,10.0,735,583,0.604,2021-09-11
OAK,77,65,0.542,12.0,647,585,0.546,2021-09-11
SEA,77,65,0.542,12.0,604,660,0.46,2021-09-11
CLE,69,71,0.493,19.0,613,633,0.485,2021-09-11
LAA,70,72,0.493,19.0,639,709,0.453,2021-09-11
DET,67,76,0.469,22.5,625,683,0.459,2021-09-11
KCR,64,78,0.451,25.0,596,690,0.433,2021-09-11
MIN,63,79,0.444,26.0,640,740,0.434,2021-09-11
TEX,52,89,0.369,36.5,554,696,0.397,2021-09-11
BAL,46,96,0.324,43.0,593,835,0.348,2021-09-11
SFG,93,50,0.65,--,703,529,0.627,2021-09-12
LAD,91,53,0.632,2.5,725,491,0.671,2021-09-12
MIL,89,55,0.618,4.5,673,536,0.603,2021-09-12
ATL,76,67,0.531,17.0,700,601,0.569,2021-09-12
SDP,75,68,0.524,18.0,651,589,0.546,2021-09-12
CIN,75,69,0.521,18.5,701,672,0.519,2021-09-12
STL,73,69,0.514,19.5,584,604,0.485,2021-09-12
PHI,72,71,0.503,21.0,651,670,0.487,2021-09-12
NYM,72,72,0.5,21.5,573,576,0.498,2021-09-12
COL,66,78,0.458,27.5,659,708,0.467,2021-09-12
CHC,65,79,0.451,28.5,616,728,0.424,2021-09-12
MIA,60,83,0.42,33.0,564,604,0.469,2021-09-12
WSN,59,84,0.413,34.0,639,719,0.446,2021-09-12
PIT,52,91,0.364,41.0,525,734,0.351,2021-09-12
ARI,47,96,0.329,46.0,603,794,0.377,2021-09-12
TBR,89,54,0.622,--,775,598,0.616,2021-09-12
HOU,83,59,0.585,5.5,746,568,0.622,2021-09-12
CHW,82,61,0.573,7.0,708,574,0.595,2021-09-12
BOS,81,64,0.559,9.0,731,679,0.534,2021-09-12
TOR,80,63,0.559,9.0,757,590,0.612,2021-09-12
NYY,79,64,0.552,10.0,619,592,0.52,2021-09-12
OAK,77,66,0.538,12.0,650,589,0.545,2021-09-12
SEA,77,66,0.538,12.0,608,665,0.459,2021-09-12
CLE,69,72,0.489,19.0,614,644,0.478,2021-09-12
LAA,70,73,0.49,19.0,640,712,0.451,2021-09-12
DET,68,76,0.472,21.5,633,690,0.461,2021-09-12
KCR,65,78,0.455,24.0,601,693,0.435,2021-09-12
MIN,63,80,0.441,26.0,643,745,0.433,2021-09-12
TEX,53,89,0.373,35.5,558,699,0.398,2021-09-12
BAL,46,97,0.322,43.0,600,857,0.342,2021-09-12
SFG,94,50,0.653,--,712,530,0.632,2021-09-13
LAD,92,53,0.634,2.5,730,492,0.673,2021-09-13
MIL,89,55,0.618,5.0,673,536,0.603,2021-09-13
ATL,76,67,0.531,17.5,700,601,0.569,2021-09-13
CIN,75,69,0.521,19.0,701,672,0.519,2021-09-13
SDP,75,69,0.521,19.0,652,598,0.539,2021-09-13
STL,74,69,0.517,19.5,591,604,0.49,2021-09-13
PHI,72,71,0.503,21.5,651,670,0.487,2021-09-13
NYM,72,73,0.497,22.5,573,583,0.492,2021-09-13
COL,66,78,0.458,28.0,659,708,0.467,2021-09-13
CHC,65,79,0.451,29.0,616,728,0.424,2021-09-13
MIA,61,83,0.424,33.0,567,604,0.471,2021-09-13
WSN,59,85,0.41,35.0,639,722,0.444,2021-09-13
PIT,52,91,0.364,41.5,525,734,0.351,2021-09-13
ARI,47,97,0.326,47.0,604,799,0.375,2021-09-13
TBR,89,55,0.618,--,776,606,0.611,2021-09-13
HOU,84,59,0.587,4.5,761,569,0.63,2021-09-13
CHW,82,61,0.573,6.5,708,574,0.595,2021-09-13
TOR,81,63,0.563,8.0,765,591,0.616,2021-09-13
BOS,81,65,0.555,9.0,735,684,0.533,2021-09-13
NYY,80,64,0.556,9.0,625,597,0.521,2021-09-13
SEA,78,66,0.542,11.0,613,669,0.46,2021-09-13
OAK,77,66,0.538,11.5,650,589,0.545,2021-09-13
CLE,69,72,0.489,18.5,614,644,0.478,2021-09-13
LAA,70,73,0.49,18.5,640,712,0.451,2021-09-13
DET,68,76,0.472,21.0,633,690,0.461,2021-09-13
KCR,65,78,0.455,23.5,601,693,0.435,2021-09-13
MIN,63,81,0.438,26.0,648,751,0.433,2021-09-13
TEX,53,90,0.371,35.5,559,714,0.39,2021-09-13
BAL,46,97,0.322,42.5,600,857,0.342,2021-09-13
SFG,95,50,0.655,--,718,531,0.635,2021-09-14
LAD,93,53,0.637,2.5,738,496,0.674,2021-09-14
MIL,89,56,0.614,6.0,673,537,0.602,2021-09-14
ATL,76,68,0.528,18.5,704,606,0.568,2021-09-14
STL,75,69,0.521,19.5,598,610,0.491,2021-09-14
CIN,75,70,0.517,20.0,706,678,0.519,2021-09-14
SDP,75,70,0.517,20.0,653,604,0.536,2021-09-14
PHI,72,72,0.5,22.5,654,676,0.485,2021-09-14
NYM,72,74,0.493,23.5,579,590,0.491,2021-09-14
COL,67,78,0.462,28.0,664,712,0.468,2021-09-14
CHC,66,79,0.455,29.0,622,731,0.427,2021-09-14
MIA,61,84,0.421,34.0,569,612,0.467,2021-09-14
WSN,60,85,0.414,35.0,647,724,0.449,2021-09-14
PIT,53,91,0.368,41.5,531,739,0.353,2021-09-14
ARI,47,98,0.324,48.0,608,807,0.373,2021-09-14
TBR,90,55,0.621,--,778,606,0.612,2021-09-14
HOU,84,60,0.583,5.5,762,577,0.625,2021-09-14
CHW,83,61,0.576,6.5,717,577,0.598,2021-09-14
BOS,82,65,0.558,9.0,743,688,0.535,2021-09-14
NYY,81,64,0.559,9.0,632,599,0.525,2021-09-14
TOR,81,64,0.559,9.0,765,593,0.614,2021-09-14
SEA,78,67,0.538,12.0,617,677,0.458,2021-09-14
OAK,77,67,0.535,12.5,657,599,0.542,2021-09-14
CLE,70,73,0.49,19.0,620,651,0.478,2021-09-14
LAA,70,74,0.486,19.5,643,721,0.448,2021-09-14
DET,69,76,0.476,21.0,634,690,0.461,2021-09-14
KCR,66,78,0.458,23.5,611,700,0.438,2021-09-14
MIN,64,82,0.438,26.5,655,757,0.434,2021-09-14
TEX,54,90,0.375,35.5,567,715,0.395,2021-09-14
BAL,46,98,0.319,43.5,602,864,0.34,2021-09-14
SFG,95,51,0.651,--,724,540,0.631,2021-09-15
LAD,94,53,0.639,1.5,743,499,0.674,2021-09-15
MIL,89,57,0.61,6.0,674,541,0.599,2021-09-15
STL,76,69,0.524,18.5,609,614,0.496,2021-09-15
ATL,76,69,0.524,18.5,706,609,0.567,2021-09-15
SDP,76,70,0.521,19.0,662,610,0.537,2021-09-15
CIN,75,71,0.514,20.0,710,683,0.518,2021-09-15
PHI,73,72,0.503,21.5,660,681,0.486,2021-09-15
NYM,72,75,0.49,23.5,583,601,0.486,2021-09-15
COL,68,78,0.466,27.0,667,714,0.469,2021-09-15
CHC,66,80,0.452,29.0,627,737,0.427,2021-09-15
MIA,62,84,0.425,33.0,577,618,0.469,2021-09-15
WSN,60,86,0.411,35.0,653,732,0.448,2021-09-15
PIT,54,91,0.372,40.5,536,743,0.355,2021-09-15
ARI,47,99,0.322,48.0,611,812,0.373,2021-09-15
TBR,90,56,0.616,--,781,612,0.61,2021-09-15
HOU,85,60,0.586,4.5,769,579,0.627,2021-09-15
CHW,83,62,0.572,6.5,719,580,0.597,2021-09-15
BOS,83,65,0.561,8.0,752,692,0.538,2021-09-15
NYY,82,64,0.562,8.0,636,602,0.525,2021-09-15
TOR,82,64,0.562,8.0,771,596,0.616,2021-09-15
OAK,78,67,0.538,11.5,669,609,0.543,2021-09-15
SEA,78,68,0.534,12.0,621,686,0.455,2021-09-15
CLE,71,73,0.493,18.0,632,654,0.484,2021-09-15
LAA,71,74,0.49,18.5,646,723,0.449,2021-09-15
DET,70,76,0.479,20.0,638,691,0.464,2021-09-15
KCR,66,79,0.455,23.5,621,712,0.438,2021-09-15
MIN,64,83,0.435,26.5,658,769,0.429,2021-09-15
TEX,54,91,0.372,35.5,569,722,0.393,2021-09-15
BAL,46,99,0.317,43.5,605,868,0.341,2021-09-15
SFG,95,52,0.646,--,728,547,0.628,2021-09-16
LAD,94,53,0.639,1.0,743,499,0.674,2021-09-16
MIL,89,57,0.61,5.5,674,541,0.599,2021-09-16
SDP,77,70,0.524,18.0,669,614,0.539,2021-09-16
STL,76,69,0.524,18.0,609,614,0.496,2021-09-16
ATL,76,69,0.524,18.0,706,609,0.567,2021-09-16
CIN,76,71,0.517,19.0,711,683,0.518,2021-09-16
PHI,74,72,0.507,20.5,677,689,0.492,2021-09-16
NYM,72,75,0.49,23.0,583,601,0.486,2021-09-16
COL,68,78,0.466,26.5,667,714,0.469,2021-09-16
CHC,66,81,0.449,29.0,635,754,0.422,2021-09-16
MIA,62,84,0.425,32.5,577,618,0.469,2021-09-16
WSN,60,86,0.411,34.5,653,732,0.448,2021-09-16
PIT,54,92,0.37,40.5,536,744,0.354,2021-09-16
ARI,47,99,0.322,47.5,611,812,0.373,2021-09-16
TBR,91,56,0.619,--,786,614,0.611,2021-09-16
HOU,86,60,0.589,4.5,781,580,0.633,2021-09-16
CHW,83,63,0.568,7.5,722,589,0.592,2021-09-16
BOS,83,65,0.561,8.5,752,692,0.538,2021-09-16
TOR,82,64,0.562,8.5,771,596,0.616,2021-09-16
NYY,82,65,0.558,9.0,638,605,0.524,2021-09-16
OAK,79,67,0.541,11.5,676,611,0.546,2021-09-16
SEA,78,68,0.534,12.5,621,686,0.455,2021-09-16
CLE,71,73,0.493,18.5,632,654,0.484,2021-09-16
LAA,72,74,0.493,18.5,655,726,0.453,2021-09-16
DET,70,77,0.476,21.0,640,696,0.462,2021-09-16
KCR,66,80,0.452,24.5,623,719,0.435,2021-09-16
MIN,64,83,0.435,27.0,658,769,0.429,2021-09-16
TEX,54,92,0.37,36.5,570,734,0.386,2021-09-16
BAL,47,99,0.322,43.5,608,870,0.342,2021-09-16
SFG,96,52,0.649,--,734,552,0.627,2021-09-17
LAD,94,54,0.635,2.0,744,502,0.673,2021-09-17
MIL,90,57,0.612,5.5,682,546,0.6,2021-09-17
STL,77,69,0.527,18.0,617,616,0.501,2021-09-17
CIN,77,71,0.52,19.0,714,684,0.52,2021-09-17
SDP,77,71,0.52,19.0,671,622,0.535,2021-09-17
ATL,76,70,0.521,19.0,711,615,0.566,2021-09-17
PHI,75,72,0.51,20.5,681,692,0.493,2021-09-17
NYM,72,76,0.486,24.0,586,605,0.485,2021-09-17
COL,69,78,0.469,26.5,676,722,0.47,2021-09-17
CHC,66,82,0.446,30.0,640,762,0.421,2021-09-17
MIA,62,85,0.422,33.5,578,620,0.468,2021-09-17
WSN,60,87,0.408,35.5,661,741,0.448,2021-09-17
PIT,55,92,0.374,40.5,538,745,0.355,2021-09-17
ARI,47,100,0.32,48.5,614,816,0.373,2021-09-17
TBR,92,56,0.622,--,793,618,0.612,2021-09-17
HOU,87,60,0.592,4.5,785,583,0.633,2021-09-17
CHW,84,63,0.571,7.5,730,589,0.597,2021-09-17
BOS,84,65,0.564,8.5,759,693,0.542,2021-09-17
NYY,83,65,0.561,9.0,646,605,0.53,2021-09-17
TOR,82,65,0.558,9.5,774,603,0.612,2021-09-17
OAK,80,67,0.544,11.5,681,615,0.547,2021-09-17
SEA,79,68,0.537,12.5,627,688,0.458,2021-09-17
CLE,71,74,0.49,19.5,632,662,0.479,2021-09-17
LAA,72,75,0.49,19.5,659,731,0.453,2021-09-17
DET,70,78,0.473,22.0,644,703,0.46,2021-09-17
KCR,66,81,0.449,25.5,625,725,0.433,2021-09-17
MIN,65,83,0.439,27.0,665,772,0.432,2021-09-17
TEX,54,93,0.367,37.5,570,742,0.382,2021-09-17
BAL,47,100,0.32,44.5,609,877,0.339,2021-09-17
SFG,97,52,0.651,--,736,552,0.629,2021-09-18
LAD,95,54,0.638,2.0,749,503,0.675,2021-09-18
MIL,91,57,0.615,5.5,688,550,0.601,2021-09-18
STL,78,69,0.531,18.0,620,618,0.501,2021-09-18
CIN,77,72,0.517,20.0,715,689,0.517,2021-09-18
SDP,77,72,0.517,20.0,673,625,0.534,2021-09-18
ATL,76,71,0.517,20.0,711,617,0.565,2021-09-18
PHI,76,72,0.514,20.5,686,695,0.494,2021-09-18
NYM,72,77,0.483,25.0,589,610,0.484,2021-09-18
COL,70,78,0.473,26.5,682,722,0.474,2021-09-18
